objectid,filename,title,creator,editor,date,subject,description,source,identifier,format,language,rights,rightsstatement
coll3866,welty.jpeg,Ballads of the Bivouac and the Border,Edwin A. Welty, ,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3864,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3867,welty.jpeg,The Pocket Book of Great Drawings,Paul J. Sachs, ,,Art, Note: ,Mississippi Department of Archives and History,W2005.1.3865,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3868,welty.jpeg,The Malcontents,Brendan Gill, ,,, Note: ,Mississippi Department of Archives and History,W2005.1.3866,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3869,welty.jpeg,The Voyage of Argo,Apollonius of Rhodes ,E.V. Rieu (translator) Rieu,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3867,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3870,welty.jpeg,The Marshes of Glynn,Sidney Lanier, ,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3868,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3871,welty.jpeg,Requiem For a Nun: On Stage And Off,Barbara; Clara Izard;Hieronymus, ,,Literary Criticism, Note: ,Mississippi Department of Archives and History,W2005.1.3869,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3872,welty.jpeg,"Our Wonder World, Vol. I: The World and its People", ,Geo. L. Shuman and Co. ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3870,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3873,welty.jpeg,"Our Wonder World, Vol. II: Invention and Industry", ,Geo. L. Shuman and Co. ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3871,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3874,welty.jpeg,"Our Wonder World, Vol. III: The Nature Book", ,Geo. L. Shuman and Co. ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3872,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3875,welty.jpeg,"Our Wonder World, Vol. IV: Adventure and Achievement", ,Geo. L. Shuman and Co. ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3873,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3876,welty.jpeg,"Our Wonder World, Vol. V: Every Child's Story Book", ,Geo. L. Shuman and Co. ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3874,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3877,welty.jpeg,"Our Wonder World, Vol. VI: Sports and Pastimes", ,Geo. L. Shuman and Co. ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3875,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3878,welty.jpeg,"Our Wonder World, Vol. VII: Amateur Handicraft", ,Geo. L. Shuman and Co. ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3876,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3879,welty.jpeg,"Our Wonder World, Vol. VIII: Story and History", ,Geo. L. Shuman and Co. ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3877,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3880,welty.jpeg,"Our Wonder World, Vol. IX: The Mother's Home Book", ,Geo. L. Shuman and Co. ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3878,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3881,welty.jpeg,"Our Wonder World, Vol. X: The Quiz Book/Index", ,Geo. L. Shuman and Co. ,,, Note: ,Mississippi Department of Archives and History,W2005.1.3879,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3882,welty.jpeg,"St. Nicholas XLI, no. 3 (January 1914)", ,The Century Company ,,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.3880,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3883,welty.jpeg,Nursery and Kindergarten Stories,Sophie; Mary May; Abrine, ,,Anthology, Note: ,Mississippi Department of Archives and History,W2005.1.3881,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3884,welty.jpeg,The Twelve Dancing Princesses and Other Fairy Tales,Arthur Quiller-Couch, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3882,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3885,welty.jpeg,The Roquefort Adventure,Henri Pourrat,Mary Mian (translator) Mian,,, Note: ,Mississippi Department of Archives and History,W2005.1.3883,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3886,welty.jpeg,The Little Small Red Hen, ,Eyrich and Co. ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3884,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3887,welty.jpeg,"Proceedings of the American Academy and Institute of Arts and Letters, Second Series, no.27 (1976 (2))", ,American Academy and Institute of Arts and Letters ,,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.3885,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3888,welty.jpeg,It's A Woman's World, ,Mary Louise Aswell,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3886,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3889,welty.jpeg,"Proceedings of the American Academy and  Institute of Arts and Letters, Second Series,  no. 11 (1961", ,American Academy and Institute of Arts and Letters ,,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.3887,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3890,welty.jpeg,"Proceedings of the American Academy and Institute of Arts and Letters, Second Series,  no.6 (1956)", ,American Academy and Institute of Arts and Letters ,,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.3888,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3891,welty.jpeg,"Proceedings of the American Academy and Institute of Arts and Letters, Second Series, no. 5 (1955)", ,American Academy and Institute of Arts and Letters ,,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.3889,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3892,welty.jpeg,"Proceedings of the American Academy and Institute of Arts and Letters, Second Series, no. 18 (1968)", ,American Academy and Institute of Arts and Letters ,,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.3890,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3893,welty.jpeg,"Proceedings of the American Academy and Institute of Arts and Letters, Second Series, no. 13 (1963)", ,American Academy and Institute of Arts and Letters ,,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.3891,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3894,welty.jpeg,Self-Portrait: Ceaselessly Into the Past,Ross MacDonald, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3892,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3895,welty.jpeg,"Ploughshares 29, no. 1 (Spring 2003", ,Emerson College ,,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.3893,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3896,welty.jpeg,"Proceedings of the American Academy and Institute of Arts and Letters, Second Series, no. 21 (1971)", ,American Academy and Institute of Arts and Letters ,,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.3894,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3897,welty.jpeg,"Proceedings of the American Academy and Institute of Arts and Letters, Second Series, no. 15 (1965)", ,American Academy and Institute of Arts and Letters ,,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.3895,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3898,welty.jpeg,"Proceedings of the American Academy and Institute of Arts and Letters, Second Series, no. 14 (1964)", ,American Academy and Institute of Arts and Letters ,,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.3896,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3899,welty.jpeg,"Proceedings of the American Academy and Institute of Arts and Letters, Second Series, no. 12 1(962", ,American Academy and Institute of Arts and Letters ,,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.3897,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3900,welty.jpeg,"Proceedings of the American Academy and Institute of Arts and Letters, Second Series, no.17 (1967)", ,American Academy and Institute of Arts and Letters ,,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.3898,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3901,welty.jpeg,Selected Tales of Ivan Turgenev,Ivan Turgenev,David Magarshack (translator) Magarshack,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3899,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3902,welty.jpeg,6 Stories Written in the First Person Singular,W. Somerset Maugham, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3900,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3903,welty.jpeg,The Return of Dr. Fu-Manchu,Sax Rohmer, ,,Mystery, Note: ,Mississippi Department of Archives and History,W2005.1.3901,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3904,welty.jpeg,Murder with Mirrors,Agatha Christie, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3902,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3905,welty.jpeg,Death of a Ghost,Margery Allingham, ,,Mystery, Note: ,Mississippi Department of Archives and History,W2005.1.3903,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3906,welty.jpeg,The World of the Dolphin,Chester Krone, ,,, Note: ,Mississippi Department of Archives and History,W2005.1.3904,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3907,welty.jpeg,The Great Orm of Loch Ness,F.W. Holiday, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3905,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3908,welty.jpeg,The Daffodil Affair,Michael Innes, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3906,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3909,welty.jpeg,Experiment Perilous,Margaret Carpenter, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3907,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3910,welty.jpeg,The Three Coffins,John Dickson Carr, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3908,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3911,welty.jpeg,The Country Child,Alison Uttley, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3909,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3912,welty.jpeg,The Second Ghost Book, ,Lady Cynthia Asquith,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3910,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3913,welty.jpeg,The Third Ghost Book, ,Lady Cynthia Asquith,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3911,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3914,welty.jpeg,Powers of Attorney,Louis Auchincloss, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3912,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3915,welty.jpeg,The Graveyard Rolls,Maurice Proctor, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3913,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3916,welty.jpeg,Young Love, ,Marvin Allen Karp,,, Note: ,Mississippi Department of Archives and History,W2005.1.3914,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3917,welty.jpeg,Howards End,E.M. Forster, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3915,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3918,welty.jpeg,Vanity Fair,William Makepiece Thackeray, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3916,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3919,welty.jpeg,The Tale of Tom Kitten,Beatrix Potter, ,1935,Fiction,“A” and “O”s of the title have been filled in with pencil. Note: ,Mississippi Department of Archives and History,W2005.1.3917,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3920,welty.jpeg,The Tale of Two Bad Mice,Beatrix Potter, ,1932,Fiction,Inscribed in a child’s hand on front book jacket on proper right center in blue crayon or marker: “f” which is on top proper right of a square within which is “GO / fo” Note: ,Mississippi Department of Archives and History,W2005.1.3918,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3921,welty.jpeg,The Tale of the Flopsy Bunnies,Beatrix Potter, ,1937,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3919,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3922,welty.jpeg,The Tale of Johnny Town-Mouse,Beatrix Potter, ,1918,Fiction, Note: Contains newspaper clipping about author.,Mississippi Department of Archives and History,W2005.1.3920,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3923,welty.jpeg,The Tale of Mr. Tod,Beatrix Potter, ,"[1940, c1912].",Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3921,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3924,welty.jpeg,The Roly-Poly Pudding,Beatrix Potter, ,1936,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3922,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3925,welty.jpeg,The Tale of Mrs. Tiggy-Winkle,Beatrix Potter, ,1905,Fiction," Note: This edition is possibly a first edition; however, New York is on the title page as the publishing location, and the first editions probably were printed in London.",Mississippi Department of Archives and History,W2005.1.3923,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3926,welty.jpeg,The Pie and the Patty Pan,Beatrix Potter, ,1933,Fiction,"Inscribed on front book jacket on proper left side in green crayon ""A B C D E F A B"" in a child's hand. Note: ",Mississippi Department of Archives and History,W2005.1.3924,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3927,welty.jpeg,The Tale of Benjamin Bunny,Beatrix Potter, ,"©1932, ©1904",Fiction, Note: 1 illustration page is loose was found between dedication and title page.,Mississippi Department of Archives and History,W2005.1.3925,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3928,welty.jpeg,The Tale of Mrs. Tittlemouse,Beatrix Potter, ,"©1938, ©1910",Fiction," Note: Inserted inside the front endpapers is a folded newspaper review entitled ""'Tales of Beatrix Potter' dances to the screen"" which reviews a 1971 film directed by Reginald Mills. The review has been clipped such that neither the newspaper name nor date are visible.",Mississippi Department of Archives and History,W2005.1.3926,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3929,welty.jpeg,The Tailor of Gloucester,Beatrix Potter, ,"©1905, ©1931",Fiction,At top corner of front free endpaper is “75” in pencil. Note: ,Mississippi Department of Archives and History,W2005.1.3927,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3930,welty.jpeg,Through the Looking Glass,Lewis Carroll, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3928,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3931,welty.jpeg,Contes et Légendes de Provence,André Pézard, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3929,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3932,welty.jpeg,"Undine, or  The Water Spirit, also Sintram, and his Companions",Friedrich de la Motte Fouqué, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3930,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3933,welty.jpeg,Collected Poems,A.E. , ,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3931,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3934,welty.jpeg,Ah Wong,P.L. Travers, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3932,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
